YEAR,DATES,POLLSTER,GRADE,SAMPLE,Unnamed: 5,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE,datestring,bothdates,start,end
2022,FEB. 4-6,Morning Consult,B,2209,A,0.05,45%,51%,44%,54%,FEB. 4-6 2022,"(datetime.date(2022, 2, 4), datetime.date(2022, 2, 6))",2022-02-04,2022-02-06
2022,FEB. 4-6,Léger,B/C,1005,A,0.97,42%,55%,42%,55%,FEB. 4-6 2022,"(datetime.date(2022, 2, 4), datetime.date(2022, 2, 6))",2022-02-04,2022-02-06
2022,FEB. 2-6,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,43%,56%,45%,50%,FEB. 2-6 2022,"(datetime.date(2022, 2, 2), datetime.date(2022, 2, 6))",2022-02-02,2022-02-06
2022,JAN. 10-FEB. 6,SSRS,C,1527,A,1.13,41%,58%,40%,58%,JAN. 10-FEB. 6 2022,"(datetime.date(2022, 1, 10), datetime.date(2022, 2, 6))",2022-01-10,2022-02-06
2022,FEB. 2-4,TIPP Insights,A+,1355,A,2.47,38%,48%,39%,53%,FEB. 2-4 2022,"(datetime.date(2022, 2, 2), datetime.date(2022, 2, 4))",2022-02-02,2022-02-04
2022,FEB. 2-3,Ipsos,B-,1005,A,0.32,41%,56%,39%,58%,FEB. 2-3 2022,"(datetime.date(2022, 2, 2), datetime.date(2022, 2, 3))",2022-02-02,2022-02-03
2022,FEB. 1-2,Morning Consult,B,2210,A,0.05,42%,52%,41%,55%,FEB. 1-2 2022,"(datetime.date(2022, 2, 1), datetime.date(2022, 2, 2))",2022-02-01,2022-02-02
2022,JAN. 30-FEB. 1,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,39%,59%,41%,53%,JAN. 30-FEB. 1 2022,"(datetime.date(2022, 1, 30), datetime.date(2022, 2, 1))",2022-01-30,2022-02-01
2022,JAN. 29-FEB. 1,YouGov,B+,1500,A,0.78,42%,49%,43%,50%,JAN. 29-FEB. 1 2022,"(datetime.date(2022, 1, 29), datetime.date(2022, 2, 1))",2022-01-29,2022-02-01
2022,JAN. 26-FEB. 1,Morning Consult,B,45000,A,0.98,41%,51%,40%,54%,JAN. 26-FEB. 1 2022,"(datetime.date(2022, 1, 26), datetime.date(2022, 2, 1))",2022-01-26,2022-02-01
2022,JAN. 28-30,Morning Consult,B,2005,RV,0.04,43%,54%,42%,57%,JAN. 28-30 2022,"(datetime.date(2022, 1, 28), datetime.date(2022, 1, 30))",2022-01-28,2022-01-30
2022,JAN. 28-29,Public Policy Polling,A-,662,RV,1.2,40%,49%,41%,49%,JAN. 28-29 2022,"(datetime.date(2022, 1, 28), datetime.date(2022, 1, 29))",2022-01-28,2022-01-29
2022,JAN. 26-27,Ipsos,B-,1002,A,0.44,45%,50%,44%,52%,JAN. 26-27 2022,"(datetime.date(2022, 1, 26), datetime.date(2022, 1, 27))",2022-01-26,2022-01-27
2022,JAN. 25-27,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,41%,57%,43%,51%,JAN. 25-27 2022,"(datetime.date(2022, 1, 25), datetime.date(2022, 1, 27))",2022-01-25,2022-01-27
2022,JAN. 22-25,YouGov,B+,1500,A,0.82,38%,51%,39%,52%,JAN. 22-25 2022,"(datetime.date(2022, 1, 22), datetime.date(2022, 1, 25))",2022-01-22,2022-01-25
2022,JAN. 19-25,Morning Consult,B,45000,A,0.96,42%,50%,41%,53%,JAN. 19-25 2022,"(datetime.date(2022, 1, 19), datetime.date(2022, 1, 25))",2022-01-19,2022-01-25
2022,JAN. 21-24,Zogby Analytics,B-,897,LV,1.1,44%,49%,42%,51%,JAN. 21-24 2022,"(datetime.date(2022, 1, 21), datetime.date(2022, 1, 24))",2022-01-21,2022-01-24
2022,JAN. 20-24,Navigator Research,B/C,1000,RV,0.83,46%,52%,45%,51%,JAN. 20-24 2022,"(datetime.date(2022, 1, 20), datetime.date(2022, 1, 24))",2022-01-20,2022-01-24
2022,JAN. 20-24,Monmouth University,A,794,A,1.51,39%,54%,40%,54%,JAN. 20-24 2022,"(datetime.date(2022, 1, 20), datetime.date(2022, 1, 24))",2022-01-20,2022-01-24
2022,JAN. 20-24,YouGov,B+,1568,A,0.84,40%,53%,41%,54%,JAN. 20-24 2022,"(datetime.date(2022, 1, 20), datetime.date(2022, 1, 24))",2022-01-20,2022-01-24
2022,JAN. 20-24,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,40%,59%,42%,53%,JAN. 20-24 2022,"(datetime.date(2022, 1, 20), datetime.date(2022, 1, 24))",2022-01-20,2022-01-24
2022,JAN. 17-24,Momentive/SurveyMonkey,C,12136,A,1.54,45%,53%,44%,53%,JAN. 17-24 2022,"(datetime.date(2022, 1, 17), datetime.date(2022, 1, 24))",2022-01-17,2022-01-24
,01/23/2022,Morning Consult,B,2005,RV,0.04,41%,56%,40%,59%,,"('', '')",,
2022,JAN. 22-23,Morning Consult,B,2005,RV,0.04,42%,55%,41%,58%,JAN. 22-23 2022,"(datetime.date(2022, 1, 22), datetime.date(2022, 1, 23))",2022-01-22,2022-01-23
2022,JAN. 22-23,Morning Consult,B,2210,A,0.05,41%,53%,40%,56%,JAN. 22-23 2022,"(datetime.date(2022, 1, 22), datetime.date(2022, 1, 23))",2022-01-22,2022-01-23
2022,JAN. 22-23,Morning Consult,B,2211,A,0.05,43%,50%,42%,53%,JAN. 22-23 2022,"(datetime.date(2022, 1, 22), datetime.date(2022, 1, 23))",2022-01-22,2022-01-23
2022,JAN. 21-23,Léger,B/C,1000,A,0.98,42%,56%,42%,56%,JAN. 21-23 2022,"(datetime.date(2022, 1, 21), datetime.date(2022, 1, 23))",2022-01-21,2022-01-23
2022,JAN. 21-23,InsiderAdvantage,B,850,LV,1.25,40%,59%,41%,57%,JAN. 21-23 2022,"(datetime.date(2022, 1, 21), datetime.date(2022, 1, 23))",2022-01-21,2022-01-23
2022,JAN. 21-23,Echelon Insights,B/C,1029,RV,0.96,46%,52%,45%,52%,JAN. 21-23 2022,"(datetime.date(2022, 1, 21), datetime.date(2022, 1, 23))",2022-01-21,2022-01-23
2022,JAN. 10-21,Marquette University Law School,A/B,1000,A,1.91,46%,53%,44%,53%,JAN. 10-21 2022,"(datetime.date(2022, 1, 10), datetime.date(2022, 1, 21))",2022-01-10,2022-01-21
2022,JAN. 19-20,Ipsos,B-,1004,A,0.59,43%,52%,42%,53%,JAN. 19-20 2022,"(datetime.date(2022, 1, 19), datetime.date(2022, 1, 20))",2022-01-19,2022-01-20
2022,JAN. 19-20,Harris Poll,B+,1815,RV,2.01,39%,53%,38%,54%,JAN. 19-20 2022,"(datetime.date(2022, 1, 19), datetime.date(2022, 1, 20))",2022-01-19,2022-01-20
2022,JAN. 17-20,American Research Group,C+,1100,A,1.11,43%,53%,41%,55%,JAN. 17-20 2022,"(datetime.date(2022, 1, 17), datetime.date(2022, 1, 20))",2022-01-17,2022-01-20
2022,JAN. 18-19,RMG Research,B-,1200,RV,0.68,42%,52%,41%,53%,JAN. 18-19 2022,"(datetime.date(2022, 1, 18), datetime.date(2022, 1, 19))",2022-01-18,2022-01-19
2022,JAN. 17-19,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.79,40%,58%,42%,52%,JAN. 17-19 2022,"(datetime.date(2022, 1, 17), datetime.date(2022, 1, 19))",2022-01-17,2022-01-19
2022,JAN. 16-19,Beacon Research/Shaw & Company Research,A,1001,RV,1.79,47%,52%,45%,51%,JAN. 16-19 2022,"(datetime.date(2022, 1, 16), datetime.date(2022, 1, 19))",2022-01-16,2022-01-19
2022,JAN. 15-18,YouGov,B+,1500,A,0.8,39%,51%,40%,52%,JAN. 15-18 2022,"(datetime.date(2022, 1, 15), datetime.date(2022, 1, 18))",2022-01-15,2022-01-18
2022,JAN. 14-18,Hart Research Associates/Public Opinion Strategies,B+,1000,A,1.45,43%,54%,44%,54%,JAN. 14-18 2022,"(datetime.date(2022, 1, 14), datetime.date(2022, 1, 18))",2022-01-14,2022-01-18
2022,JAN. 13-18,McLaughlin & Associates,C/D,1000,LV,0.77,41%,57%,40%,56%,JAN. 13-18 2022,"(datetime.date(2022, 1, 13), datetime.date(2022, 1, 18))",2022-01-13,2022-01-18
2022,JAN. 13-18,AP-NORC,,1161,A,1.54,43%,56%,40%,56%,JAN. 13-18 2022,"(datetime.date(2022, 1, 13), datetime.date(2022, 1, 18))",2022-01-13,2022-01-18
2022,JAN. 12-18,Morning Consult,B,45000,A,0.96,43%,49%,42%,52%,JAN. 12-18 2022,"(datetime.date(2022, 1, 12), datetime.date(2022, 1, 18))",2022-01-12,2022-01-18
2022,JAN. 14-17,Echelon Insights,B/C,1000,RV,0.94,45%,52%,44%,52%,JAN. 14-17 2022,"(datetime.date(2022, 1, 14), datetime.date(2022, 1, 17))",2022-01-14,2022-01-17
2022,JAN. 10-17,Pew Research Center,B/C,5128,A,2.78,41%,56%,41%,55%,JAN. 10-17 2022,"(datetime.date(2022, 1, 10), datetime.date(2022, 1, 17))",2022-01-10,2022-01-17
2022,JAN. 15-16,Morning Consult,B,2005,RV,0.04,40%,56%,39%,59%,JAN. 15-16 2022,"(datetime.date(2022, 1, 15), datetime.date(2022, 1, 16))",2022-01-15,2022-01-16
2022,JAN. 14-16,Morning Consult,B,2210,A,0.05,41%,52%,40%,55%,JAN. 14-16 2022,"(datetime.date(2022, 1, 14), datetime.date(2022, 1, 16))",2022-01-14,2022-01-16
2022,JAN. 14-16,Morning Consult,B,4411,A,0.09,43%,52%,42%,55%,JAN. 14-16 2022,"(datetime.date(2022, 1, 14), datetime.date(2022, 1, 16))",2022-01-14,2022-01-16
2022,JAN. 12-16,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,39%,60%,41%,54%,JAN. 12-16 2022,"(datetime.date(2022, 1, 12), datetime.date(2022, 1, 16))",2022-01-12,2022-01-16
2022,JAN. 3-16,Gallup,B+,811,A,1.32,40%,56%,40%,55%,JAN. 3-16 2022,"(datetime.date(2022, 1, 3), datetime.date(2022, 1, 16))",2022-01-03,2022-01-16
2022,JAN. 14-15,Morning Consult,B,2210,A,0.05,44%,50%,43%,53%,JAN. 14-15 2022,"(datetime.date(2022, 1, 14), datetime.date(2022, 1, 15))",2022-01-14,2022-01-15
2022,JAN. 13-15,RMG Research,B-,1200,RV,0.55,44%,50%,43%,51%,JAN. 13-15 2022,"(datetime.date(2022, 1, 13), datetime.date(2022, 1, 15))",2022-01-13,2022-01-15
2022,JAN. 12-15,Trafalgar Group,A-,1083,LV,1.73,39%,59%,41%,56%,JAN. 12-15 2022,"(datetime.date(2022, 1, 12), datetime.date(2022, 1, 15))",2022-01-12,2022-01-15
2022,JAN. 13-14,YouGov Blue,,1055,RV,0.85,40%,55%,40%,54%,JAN. 13-14 2022,"(datetime.date(2022, 1, 13), datetime.date(2022, 1, 14))",2022-01-13,2022-01-14
2022,JAN. 12-14,Morning Consult,B,2210,A,0.05,44%,50%,43%,53%,JAN. 12-14 2022,"(datetime.date(2022, 1, 12), datetime.date(2022, 1, 14))",2022-01-12,2022-01-14
2022,JAN. 12-14,YouGov,B+,2094,A,1.16,44%,56%,45%,57%,JAN. 12-14 2022,"(datetime.date(2022, 1, 12), datetime.date(2022, 1, 14))",2022-01-12,2022-01-14
2022,JAN. 12-13,Ipsos,B-,1005,A,0.68,45%,50%,43%,51%,JAN. 12-13 2022,"(datetime.date(2022, 1, 12), datetime.date(2022, 1, 13))",2022-01-12,2022-01-13
2022,JAN. 11-12,RMG Research,B-,1200,RV,0.53,40%,53%,39%,54%,JAN. 11-12 2022,"(datetime.date(2022, 1, 11), datetime.date(2022, 1, 12))",2022-01-11,2022-01-12
2022,JAN. 9-11,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.71,40%,58%,42%,52%,JAN. 9-11 2022,"(datetime.date(2022, 1, 9), datetime.date(2022, 1, 11))",2022-01-09,2022-01-11
2022,JAN. 8-11,YouGov,B+,1500,A,0.89,43%,50%,44%,51%,JAN. 8-11 2022,"(datetime.date(2022, 1, 8), datetime.date(2022, 1, 11))",2022-01-08,2022-01-11
2022,JAN. 5-11,Morning Consult,B,45000,A,1.02,43%,49%,42%,52%,JAN. 5-11 2022,"(datetime.date(2022, 1, 5), datetime.date(2022, 1, 11))",2022-01-05,2022-01-11
,01/10/2022,NewsNation,,1013,RV,0.84,42%,58%,41%,56%,,"('', '')",,
2022,JAN. 7-10,Quinnipiac University,A-,1313,A,1.9,33%,53%,36%,53%,JAN. 7-10 2022,"(datetime.date(2022, 1, 7), datetime.date(2022, 1, 10))",2022-01-07,2022-01-10
2022,JAN. 6-10,Navigator Research,B/C,1000,RV,0.92,47%,51%,46%,50%,JAN. 6-10 2022,"(datetime.date(2022, 1, 6), datetime.date(2022, 1, 10))",2022-01-06,2022-01-10
2022,JAN. 8-9,Morning Consult,B,2200,A,0.05,44%,50%,43%,53%,JAN. 8-9 2022,"(datetime.date(2022, 1, 8), datetime.date(2022, 1, 9))",2022-01-08,2022-01-09
2022,JAN. 8-9,Redfield & Wilton Strategies,B/C,1500,RV,1.17,39%,44%,41%,49%,JAN. 8-9 2022,"(datetime.date(2022, 1, 8), datetime.date(2022, 1, 9))",2022-01-08,2022-01-09
2022,JAN. 8-9,Morning Consult,B,2200,A,0.05,43%,51%,42%,54%,JAN. 8-9 2022,"(datetime.date(2022, 1, 8), datetime.date(2022, 1, 9))",2022-01-08,2022-01-09
2022,JAN. 5-9,TIPP Insights,A+,1308,A,2.42,44%,45%,45%,50%,JAN. 5-9 2022,"(datetime.date(2022, 1, 5), datetime.date(2022, 1, 9))",2022-01-05,2022-01-09
2022,JAN. 6-7,RMG Research,B-,1200,RV,0.54,41%,52%,40%,53%,JAN. 6-7 2022,"(datetime.date(2022, 1, 6), datetime.date(2022, 1, 7))",2022-01-06,2022-01-07
2022,JAN. 5-6,Ipsos,B-,1000,A,0.78,45%,51%,44%,52%,JAN. 5-6 2022,"(datetime.date(2022, 1, 5), datetime.date(2022, 1, 6))",2022-01-05,2022-01-06
2022,JAN. 4-6,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.63,41%,58%,43%,52%,JAN. 4-6 2022,"(datetime.date(2022, 1, 4), datetime.date(2022, 1, 6))",2022-01-04,2022-01-06
,01/05/2022,Morning Consult,B,2200,A,0.05,43%,50%,42%,53%,,"('', '')",,
2022,JAN. 3-4,RMG Research,B-,1200,RV,0.58,42%,50%,41%,51%,JAN. 3-4 2022,"(datetime.date(2022, 1, 3), datetime.date(2022, 1, 4))",2022-01-03,2022-01-04
2022,JAN. 2-4,The Winston Group,A/B,1000,RV,1.62,46%,44%,45%,47%,JAN. 2-4 2022,"(datetime.date(2022, 1, 2), datetime.date(2022, 1, 4))",2022-01-02,2022-01-04
2022,JAN. 2-4,YouGov,B+,1500,A,1.14,40%,50%,41%,51%,JAN. 2-4 2022,"(datetime.date(2022, 1, 2), datetime.date(2022, 1, 4))",2022-01-02,2022-01-04
2021-2022,DEC. 29-JAN. 4,Morning Consult,B,45000,A,1.06,42%,50%,41%,53%,DEC. 29-JAN. 4 2021-2022,"(datetime.date(2021, 12, 29), datetime.date(2021, 1, 4))",2021-12-29,2021-01-04
2021-2022,DEC. 30-JAN. 3,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.72,40%,58%,42%,52%,DEC. 30-JAN. 3 2021-2022,"(datetime.date(2021, 12, 30), datetime.date(2021, 1, 3))",2021-12-30,2021-01-03
2021,DEC. 27-30,Suffolk University,B+,1000,RV,1.56,40%,54%,42%,52%,DEC. 27-30 2021,"(datetime.date(2021, 12, 27), datetime.date(2021, 12, 30))",2021-12-27,2021-12-30
2021,DEC. 28-29,Morning Consult,B,2000,RV,0.05,43%,54%,42%,57%,DEC. 28-29 2021,"(datetime.date(2021, 12, 28), datetime.date(2021, 12, 29))",2021-12-28,2021-12-29
2021,DEC. 27-29,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.86,43%,56%,45%,50%,DEC. 27-29 2021,"(datetime.date(2021, 12, 27), datetime.date(2021, 12, 29))",2021-12-27,2021-12-29
2021,DEC. 22-28,Morning Consult,B,45000,A,1.07,44%,49%,43%,52%,DEC. 22-28 2021,"(datetime.date(2021, 12, 22), datetime.date(2021, 12, 28))",2021-12-22,2021-12-28
2021,DEC. 21-26,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.55,40%,58%,42%,52%,DEC. 21-26 2021,"(datetime.date(2021, 12, 21), datetime.date(2021, 12, 26))",2021-12-21,2021-12-26
2021,DEC. 21-22,RMG Research,B-,1200,RV,0.59,41%,53%,40%,54%,DEC. 21-22 2021,"(datetime.date(2021, 12, 21), datetime.date(2021, 12, 22))",2021-12-21,2021-12-22
2021,DEC. 21-22,Zogby Analytics,B-,1311,LV,1.32,50%,48%,47%,50%,DEC. 21-22 2021,"(datetime.date(2021, 12, 21), datetime.date(2021, 12, 22))",2021-12-21,2021-12-22
2021,DEC. 19-21,YouGov,B+,1500,A,1.05,39%,49%,40%,50%,DEC. 19-21 2021,"(datetime.date(2021, 12, 19), datetime.date(2021, 12, 21))",2021-12-19,2021-12-21
2021,DEC. 18-21,Trafalgar Group,A-,1073,LV,1.68,40%,56%,42%,53%,DEC. 18-21 2021,"(datetime.date(2021, 12, 18), datetime.date(2021, 12, 21))",2021-12-18,2021-12-21
2021,DEC. 15-21,Morning Consult,B,45000,A,1.04,45%,48%,44%,51%,DEC. 15-21 2021,"(datetime.date(2021, 12, 15), datetime.date(2021, 12, 21))",2021-12-15,2021-12-21
2021,DEC. 18-20,Morning Consult,B,1999,RV,0.05,44%,53%,43%,56%,DEC. 18-20 2021,"(datetime.date(2021, 12, 18), datetime.date(2021, 12, 20))",2021-12-18,2021-12-20
2021,DEC. 17-20,Change Research,B-,1895,RV,1.49,44%,56%,44%,54%,DEC. 17-20 2021,"(datetime.date(2021, 12, 17), datetime.date(2021, 12, 20))",2021-12-17,2021-12-20
2021,DEC. 17-20,American Research Group,C+,1100,A,1.1,46%,49%,44%,51%,DEC. 17-20 2021,"(datetime.date(2021, 12, 17), datetime.date(2021, 12, 20))",2021-12-17,2021-12-20
2021,DEC. 16-20,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.74,42%,57%,44%,51%,DEC. 16-20 2021,"(datetime.date(2021, 12, 16), datetime.date(2021, 12, 20))",2021-12-16,2021-12-20
2021,DEC. 14-20,YouGov,B+,1000,A,0.64,41%,53%,42%,54%,DEC. 14-20 2021,"(datetime.date(2021, 12, 14), datetime.date(2021, 12, 20))",2021-12-14,2021-12-20
2021,DEC. 17-19,InsiderAdvantage,B,750,RV,1.15,41%,58%,42%,56%,DEC. 17-19 2021,"(datetime.date(2021, 12, 17), datetime.date(2021, 12, 19))",2021-12-17,2021-12-19
,12/18/2022,Redfield & Wilton Strategies,B/C,1500,RV,1.02,41%,44%,43%,49%,,"('', '')",,
,12/17/2022,John Zogby Strategies,B/C,777,LV,1.06,46%,52%,45%,53%,,"('', '')",,
2021,DEC. 16-17,RMG Research,B-,1200,RV,0.5,41%,53%,40%,54%,DEC. 16-17 2021,"(datetime.date(2021, 12, 16), datetime.date(2021, 12, 17))",2021-12-16,2021-12-17
2021,DEC. 15-17,Ipsos,B-,1004,A,0.36,48%,46%,47%,47%,DEC. 15-17 2021,"(datetime.date(2021, 12, 15), datetime.date(2021, 12, 17))",2021-12-15,2021-12-17
2021,DEC. 13-17,Ipsos,B-,4407,A,1.53,48%,48%,47%,49%,DEC. 13-17 2021,"(datetime.date(2021, 12, 13), datetime.date(2021, 12, 17))",2021-12-13,2021-12-17
2021,DEC. 1-16,Gallup,B+,811,A,1.32,43%,51%,43%,50%,DEC. 1-16 2021,"(datetime.date(2021, 12, 1), datetime.date(2021, 12, 16))",2021-12-01,2021-12-16
2021,DEC. 14-15,RMG Research,B-,1200,RV,0.48,42%,52%,41%,53%,DEC. 14-15 2021,"(datetime.date(2021, 12, 14), datetime.date(2021, 12, 15))",2021-12-14,2021-12-15
2021,DEC. 13-15,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.81,40%,58%,42%,52%,DEC. 13-15 2021,"(datetime.date(2021, 12, 13), datetime.date(2021, 12, 15))",2021-12-13,2021-12-15
2021,DEC. 12-14,YouGov,B+,1500,A,0.89,41%,50%,42%,51%,DEC. 12-14 2021,"(datetime.date(2021, 12, 12), datetime.date(2021, 12, 14))",2021-12-12,2021-12-14
2021,DEC. 11-14,Beacon Research/Shaw & Company Research,A,1002,RV,1.77,47%,51%,45%,50%,DEC. 11-14 2021,"(datetime.date(2021, 12, 11), datetime.date(2021, 12, 14))",2021-12-11,2021-12-14
2021,DEC. 8-14,Morning Consult,B,45000,A,0.95,44%,48%,43%,51%,DEC. 8-14 2021,"(datetime.date(2021, 12, 8), datetime.date(2021, 12, 14))",2021-12-08,2021-12-14
2021,DEC. 11-13,Morning Consult,B,1998,RV,0.04,46%,51%,45%,54%,DEC. 11-13 2021,"(datetime.date(2021, 12, 11), datetime.date(2021, 12, 13))",2021-12-11,2021-12-13
2021,DEC. 11-13,Marist College,A,1400,A,2.06,41%,55%,42%,55%,DEC. 11-13 2021,"(datetime.date(2021, 12, 11), datetime.date(2021, 12, 13))",2021-12-11,2021-12-13
2021,DEC. 9-13,YouGov,B+,1558,A,0.92,41%,53%,42%,54%,DEC. 9-13 2021,"(datetime.date(2021, 12, 9), datetime.date(2021, 12, 13))",2021-12-09,2021-12-13
2021,DEC. 9-13,Echelon Insights,B/C,1020,RV,1.21,48%,51%,47%,51%,DEC. 9-13 2021,"(datetime.date(2021, 12, 9), datetime.date(2021, 12, 13))",2021-12-09,2021-12-13
2021,DEC. 8-12,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.56,43%,56%,45%,50%,DEC. 8-12 2021,"(datetime.date(2021, 12, 8), datetime.date(2021, 12, 12))",2021-12-08,2021-12-12
2021,DEC. 8-12,SSRS,C,1256,A,1.06,49%,51%,48%,51%,DEC. 8-12 2021,"(datetime.date(2021, 12, 8), datetime.date(2021, 12, 12))",2021-12-08,2021-12-12
2021,DEC. 9-10,Ipsos,B-,1004,A,0.41,48%,48%,47%,50%,DEC. 9-10 2021,"(datetime.date(2021, 12, 9), datetime.date(2021, 12, 10))",2021-12-09,2021-12-10
2021,DEC. 8-10,RMG Research,B-,1200,RV,0.45,41%,53%,40%,54%,DEC. 8-10 2021,"(datetime.date(2021, 12, 8), datetime.date(2021, 12, 10))",2021-12-08,2021-12-10
2021,DEC. 7-9,Morning Consult,B,2200,A,0.05,49%,47%,48%,50%,DEC. 7-9 2021,"(datetime.date(2021, 12, 7), datetime.date(2021, 12, 9))",2021-12-07,2021-12-09
2021,DEC. 2-9,Schoen Cooperman Research,B/C,800,LV,0.98,46%,51%,45%,51%,DEC. 2-9 2021,"(datetime.date(2021, 12, 2), datetime.date(2021, 12, 9))",2021-12-02,2021-12-09
2021,DEC. 6-8,RMG Research,B-,1200,RV,0.45,45%,49%,44%,50%,DEC. 6-8 2021,"(datetime.date(2021, 12, 6), datetime.date(2021, 12, 8))",2021-12-06,2021-12-08
2021,DEC. 6-7,HarrisX,B+,926,RV,1.23,45%,50%,41%,51%,DEC. 6-7 2021,"(datetime.date(2021, 12, 6), datetime.date(2021, 12, 7))",2021-12-06,2021-12-07
2021,DEC. 5-7,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.73,42%,57%,44%,51%,DEC. 5-7 2021,"(datetime.date(2021, 12, 5), datetime.date(2021, 12, 7))",2021-12-05,2021-12-07
2021,DEC. 4-7,YouGov,B+,1500,A,0.93,39%,52%,40%,53%,DEC. 4-7 2021,"(datetime.date(2021, 12, 4), datetime.date(2021, 12, 7))",2021-12-04,2021-12-07
2021,DEC. 3-7,Morning Consult,B,2200,A,0.04,47%,47%,46%,50%,DEC. 3-7 2021,"(datetime.date(2021, 12, 3), datetime.date(2021, 12, 7))",2021-12-03,2021-12-07
2021,DEC. 2-7,AP-NORC,,1089,A,1.48,48%,51%,45%,51%,DEC. 2-7 2021,"(datetime.date(2021, 12, 2), datetime.date(2021, 12, 7))",2021-12-02,2021-12-07
2021,DEC. 1-7,Morning Consult,B,45000,A,0.87,44%,48%,43%,51%,DEC. 1-7 2021,"(datetime.date(2021, 12, 1), datetime.date(2021, 12, 7))",2021-12-01,2021-12-07
2021,NOV. 30-DEC. 7,YouGov/Pennsylvania State University McCourtney Institute for Democracy,B+,1200,A,1.76,45%,55%,44%,54%,NOV. 30-DEC. 7 2021,"(datetime.date(2021, 11, 30), datetime.date(2021, 12, 7))",2021-11-30,2021-12-07
2021,DEC. 4-6,Morning Consult,B,2000,RV,0.04,45%,51%,44%,54%,DEC. 4-6 2021,"(datetime.date(2021, 12, 4), datetime.date(2021, 12, 6))",2021-12-04,2021-12-06
2021,DEC. 3-6,Navigator Research,B/C,1000,RV,0.93,45%,52%,44%,51%,DEC. 3-6 2021,"(datetime.date(2021, 12, 3), datetime.date(2021, 12, 6))",2021-12-03,2021-12-06
2021,DEC. 3-6,Morning Consult,B,2200,A,0.04,47%,48%,46%,51%,DEC. 3-6 2021,"(datetime.date(2021, 12, 3), datetime.date(2021, 12, 6))",2021-12-03,2021-12-06
2021,DEC. 2-6,Monmouth University,A,808,A,1.52,40%,50%,41%,50%,DEC. 2-6 2021,"(datetime.date(2021, 12, 2), datetime.date(2021, 12, 6))",2021-12-02,2021-12-06
2021,DEC. 2-6,Morning Consult,B,2200,A,0.04,50%,46%,49%,49%,DEC. 2-6 2021,"(datetime.date(2021, 12, 2), datetime.date(2021, 12, 6))",2021-12-02,2021-12-06
2021,NOV. 30-DEC. 6,Marist College,A,1172,A,1.7,42%,51%,43%,51%,NOV. 30-DEC. 6 2021,"(datetime.date(2021, 11, 30), datetime.date(2021, 12, 6))",2021-11-30,2021-12-06
,12/05/2022,Redfield & Wilton Strategies,B/C,1500,RV,1.0,37%,45%,39%,50%,,"('', '')",,
2021,DEC. 3-5,Léger,B/C,1004,A,0.97,44%,55%,44%,55%,DEC. 3-5 2021,"(datetime.date(2021, 12, 3), datetime.date(2021, 12, 5))",2021-12-03,2021-12-05
2021,DEC. 1-4,TIPP Insights,A+,1301,A,2.43,43%,43%,44%,48%,DEC. 1-4 2021,"(datetime.date(2021, 12, 1), datetime.date(2021, 12, 4))",2021-12-01,2021-12-04
2021,DEC. 1-4,Hart Research Associates/Public Opinion Strategies,B+,800,A,1.25,41%,50%,42%,50%,DEC. 1-4 2021,"(datetime.date(2021, 12, 1), datetime.date(2021, 12, 4))",2021-12-01,2021-12-04
2021,DEC. 1-3,RMG Research,B-,1200,RV,0.46,46%,48%,45%,49%,DEC. 1-3 2021,"(datetime.date(2021, 12, 1), datetime.date(2021, 12, 3))",2021-12-01,2021-12-03
2021,DEC. 1-2,Ipsos,B-,1005,A,0.67,46%,49%,44%,50%,DEC. 1-2 2021,"(datetime.date(2021, 12, 1), datetime.date(2021, 12, 2))",2021-12-01,2021-12-02
2021,NOV. 30-DEC. 2,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.67,42%,57%,44%,51%,NOV. 30-DEC. 2 2021,"(datetime.date(2021, 11, 30), datetime.date(2021, 12, 2))",2021-11-30,2021-12-02
2021,NOV. 30-DEC. 2,Harris Poll,B+,1989,RV,2.1,45%,51%,44%,52%,NOV. 30-DEC. 2 2021,"(datetime.date(2021, 11, 30), datetime.date(2021, 12, 2))",2021-11-30,2021-12-02
2021,NOV. 29-DEC. 1,Cor Services,,523,LV,0.63,42%,51%,44%,50%,NOV. 29-DEC. 1 2021,"(datetime.date(2021, 11, 29), datetime.date(2021, 12, 1))",2021-11-29,2021-12-01
